case_id,material_changing,group_changing,slope_up,cut_time
case_1395,1,2,-0.12007,0.1975
case_1396,1,2,-0.18571,0.2227
case_1397,1,2,-0.20824,0.3999
case_1398,3,2,-0.09204,0.1304
case_1399,3,1,-0.06323,0.1828
case_1400,3,1,-0.29699,0.2736
case_1401,1,2,-0.26005,0.3990
case_1402,1,1,-0.16008,0.2248
case_1403,1,1,-0.06898,0.3210
case_1404,3,2,-0.06223,0.3078
case_1405,3,1,-0.15488,0.1503
case_1406,3,2,-0.04678,0.1666
case_1407,3,1,-0.05792,0.3570
case_1408,3,2,-0.23875,0.1979
case_1409,1,2,-0.07519,0.3478
case_1410,1,1,-0.20076,0.1565
case_1411,3,2,-0.06148,0.3734
case_1412,1,1,-0.29479,0.2434
case_1413,1,2,-0.08653,0.3754
case_1414,1,1,-0.25548,0.2691
case_1415,1,1,-0.19419,0.3511
case_1416,3,1,-0.26578,0.1109
case_1417,3,2,-0.23104,0.3632
case_1418,3,1,-0.02183,0.1602
case_1419,3,2,-0.22654,0.2615
case_1420,1,1,-0.24240,0.1750
case_1421,1,2,-0.05417,0.1790
case_1422,1,2,-0.17513,0.2683
case_1423,3,2,-0.20778,0.1727
case_1424,1,1,-0.15595,0.1618
case_1425,1,2,-0.10527,0.1093
case_1426,3,1,-0.10707,0.1520
case_1427,3,1,-0.07160,0.3211
case_1428,1,1,-0.10489,0.1969
case_1429,3,2,-0.02341,0.2993
case_1430,3,2,-0.01355,0.3122
case_1431,1,2,-0.29943,0.2929
case_1432,3,1,-0.06101,0.1026
case_1433,1,1,-0.21484,0.2091
case_1434,3,2,-0.07426,0.2329
case_1435,1,1,-0.17306,0.2802
case_1436,1,1,-0.05571,0.3967
case_1437,3,2,-0.12659,0.2190
case_1438,3,2,-0.02425,0.2867
case_1439,3,2,-0.04280,0.1275
case_1440,1,1,-0.18143,0.3015
case_1441,1,2,-0.12044,0.2739
case_1442,3,1,-0.19501,0.2240
case_1443,1,1,-0.26484,0.2092
case_1444,1,1,-0.15503,0.1442
case_1445,1,2,-0.23021,0.1936
case_1446,3,2,-0.03497,0.1452
case_1447,3,1,-0.25181,0.1839
case_1448,1,1,-0.15476,0.2933
case_1449,3,2,-0.04595,0.2622
case_1450,1,1,-0.04465,0.2048
case_1451,3,2,-0.12881,0.3567
case_1452,3,2,-0.14546,0.2759
case_1453,1,2,-0.13820,0.2437
case_1454,1,2,-0.28789,0.2138
case_1455,3,1,-0.08352,0.3488
case_1456,1,2,-0.17326,0.2090
case_1457,3,2,-0.05364,0.1929
case_1458,3,1,-0.09464,0.2011
case_1459,1,1,-0.24788,0.3110
case_1460,3,1,-0.29045,0.3032
case_1461,3,1,-0.07692,0.3995
case_1462,3,2,-0.08459,0.3388
case_1463,3,1,-0.13143,0.3192
case_1464,3,2,-0.05609,0.2733
case_1465,1,2,-0.25207,0.1732
case_1466,3,1,-0.03290,0.1851
case_1467,1,1,-0.23385,0.1212
case_1468,1,1,-0.14765,0.3378
case_1469,3,1,-0.14500,0.3760
case_1470,1,1,-0.23675,0.1906
case_1471,3,2,-0.02299,0.1666
case_1472,1,2,-0.03405,0.2860
case_1473,1,2,-0.07654,0.3874
case_1474,3,1,-0.11359,0.1660
case_1475,1,1,-0.15821,0.1612
case_1476,1,1,-0.22340,0.3831
case_1477,3,1,-0.10503,0.1859
case_1478,1,1,-0.12521,0.1314
case_1479,1,2,-0.24934,0.2810
case_1480,1,2,-0.01781,0.2887
case_1481,1,1,-0.25979,0.3640
case_1482,3,2,-0.06014,0.2855
case_1483,3,2,-0.09784,0.2585
case_1484,3,1,-0.23350,0.2353
case_1485,3,1,-0.26732,0.3099
case_1486,1,1,-0.09953,0.2581
case_1487,1,1,-0.04721,0.3284
case_1488,1,1,-0.18583,0.2323
case_1489,3,2,-0.09891,0.1276
case_1490,1,2,-0.13522,0.2064
case_1491,3,2,-0.07531,0.3069
case_1492,3,2,-0.17717,0.1865
case_1493,1,1,-0.14656,0.2467
case_1494,3,1,-0.17781,0.2153
case_1495,3,1,-0.25564,0.2007
case_1496,3,1,-0.01700,0.3649
case_1497,3,2,-0.17179,0.2585
case_1498,1,1,-0.07149,0.3072
case_1499,3,2,-0.06967,0.3977
case_1500,1,1,-0.01551,0.2297
case_1501,3,1,-0.14386,0.2789
case_1502,1,1,-0.16169,0.2767
case_1503,3,1,-0.21219,0.1849
case_1504,3,2,-0.10565,0.3911
case_1505,1,2,-0.21390,0.1852
case_1506,1,2,-0.29088,0.1595
case_1507,3,2,-0.01724,0.2535
case_1508,3,1,-0.08189,0.1858
case_1509,3,1,-0.17315,0.2349
case_1510,1,1,-0.04520,0.3407
case_1511,1,2,-0.12268,0.3130
case_1512,1,2,-0.26725,0.1671
case_1513,1,2,-0.10057,0.1937
case_1514,3,2,-0.23322,0.3609
case_1515,3,1,-0.22431,0.3161
case_1516,3,2,-0.19341,0.1282
case_1517,1,1,-0.20288,0.1542
case_1518,3,1,-0.13580,0.2888
case_1519,1,2,-0.02432,0.1581
case_1520,3,1,-0.24361,0.2537
case_1521,3,2,-0.10110,0.3365
case_1522,1,2,-0.06374,0.2692
case_1523,1,1,-0.10802,0.2282
case_1524,3,2,-0.17215,0.2557
case_1525,3,2,-0.16874,0.3182
case_1526,3,2,-0.11374,0.1813
case_1527,1,2,-0.27790,0.2727
case_1528,1,1,-0.20030,0.3694
case_1529,3,2,-0.28736,0.3422
case_1530,3,1,-0.05361,0.3394
case_1531,1,2,-0.05782,0.1057
case_1532,3,2,-0.08924,0.2088
case_1533,3,2,-0.01901,0.2822
case_1534,1,1,-0.08302,0.2150
case_1535,3,1,-0.13998,0.3986
case_1536,3,2,-0.28520,0.1875
case_1537,1,1,-0.28052,0.1724
case_1538,3,2,-0.18318,0.2445
case_1539,1,2,-0.24373,0.1284
case_1540,3,2,-0.28214,0.3688
case_1541,3,2,-0.22094,0.1155
case_1542,1,2,-0.18258,0.1569
case_1543,1,2,-0.13671,0.2416
case_1544,1,2,-0.26337,0.1504
case_1545,1,2,-0.01618,0.2414
case_1546,3,1,-0.06508,0.2145
case_1547,1,1,-0.20857,0.1143
case_1548,1,2,-0.03231,0.1420
case_1549,3,2,-0.15248,0.1570
case_1550,1,2,-0.13071,0.1401
case_1551,3,2,-0.10424,0.3539
case_1552,1,1,-0.29464,0.3867
case_1553,3,2,-0.25496,0.3295
case_1554,1,2,-0.21657,0.1455
case_1555,1,2,-0.27808,0.2231
case_1556,1,1,-0.10918,0.2322
case_1557,3,2,-0.10046,0.1536
case_1558,3,1,-0.16764,0.1185
case_1559,3,1,-0.07042,0.2509
case_1560,3,2,-0.12596,0.1633
case_1561,1,2,-0.06365,0.3946
case_1562,3,1,-0.20131,0.2371
case_1563,3,2,-0.02252,0.2408
case_1564,3,1,-0.28401,0.3568
case_1565,3,1,-0.16498,0.1098
case_1566,1,1,-0.15542,0.2515
case_1567,3,2,-0.21295,0.2286
case_1568,3,2,-0.14257,0.1537
case_1569,1,2,-0.07717,0.1931
case_1570,1,2,-0.19650,0.1348
case_1571,3,1,-0.18695,0.3109
case_1572,3,1,-0.12963,0.3476
case_1573,1,1,-0.15382,0.2267
case_1574,3,1,-0.06326,0.2816
case_1575,3,2,-0.02923,0.3142
case_1576,3,2,-0.29292,0.1003
case_1577,3,1,-0.07901,0.1302
case_1578,3,2,-0.15182,0.1774
case_1579,1,1,-0.26761,0.3011
case_1580,1,2,-0.20388,0.1495
case_1581,1,1,-0.21609,0.3955
case_1582,1,1,-0.10011,0.1310
case_1583,1,2,-0.28211,0.1239
case_1584,1,1,-0.12509,0.2592
case_1585,1,2,-0.21472,0.3623
case_1586,3,1,-0.05582,0.2272
case_1587,3,1,-0.29220,0.1226
case_1588,3,1,-0.04364,0.3635
case_1589,3,1,-0.07984,0.3737
case_1590,1,2,-0.06056,0.3495
case_1591,1,2,-0.07476,0.1900
case_1592,3,2,-0.19303,0.3196
case_1593,1,1,-0.01862,0.2269
case_1594,1,1,-0.12367,0.3404
case_1595,3,1,-0.23231,0.2020
case_1596,3,1,-0.19547,0.2319
case_1597,1,2,-0.07870,0.3058
case_1598,1,2,-0.12160,0.2483
case_1599,1,2,-0.21245,0.2843
case_1600,3,2,-0.28419,0.3707
case_1601,1,2,-0.07284,0.1480
case_1602,1,2,-0.28511,0.2381
case_1603,1,2,-0.24299,0.3800
case_1604,1,2,-0.26331,0.2278
case_1605,1,1,-0.01854,0.3697
case_1606,1,2,-0.25110,0.2440
case_1607,1,1,-0.27894,0.1125
case_1608,1,1,-0.07637,0.3922
case_1609,3,2,-0.27510,0.3705
case_1610,3,2,-0.20345,0.3039
case_1611,1,1,-0.15943,0.1911
case_1612,3,2,-0.27091,0.3234
case_1613,1,1,-0.08358,0.3794
case_1614,1,1,-0.24176,0.1637
case_1615,3,1,-0.09402,0.3682
case_1616,3,2,-0.02988,0.1232
case_1617,1,2,-0.21677,0.1468
case_1618,1,2,-0.03738,0.3208
case_1619,3,2,-0.17817,0.3612
case_1620,3,2,-0.03344,0.1107
case_1621,1,2,-0.25445,0.1019
case_1622,1,2,-0.24515,0.1042
case_1623,3,2,-0.06826,0.2624
case_1624,1,2,-0.19275,0.1965
case_1625,1,2,-0.23003,0.2897
case_1626,1,2,-0.04573,0.2201
case_1627,1,2,-0.17667,0.3174
case_1628,3,1,-0.02214,0.2562
case_1629,1,1,-0.09819,0.3472
case_1630,1,2,-0.28033,0.3499
case_1631,3,2,-0.09936,0.3080
case_1632,1,2,-0.25392,0.3871
case_1633,1,2,-0.01651,0.1893
case_1634,3,1,-0.23599,0.3779
case_1635,3,2,-0.23092,0.2786
case_1636,3,2,-0.18272,0.2642
case_1637,1,2,-0.15399,0.3798
case_1638,1,2,-0.12991,0.3564
case_1639,1,1,-0.23452,0.2183
case_1640,3,2,-0.26546,0.2975
case_1641,3,2,-0.13482,0.2713
case_1642,1,2,-0.16881,0.2473
case_1643,1,1,-0.27142,0.2507
case_1644,3,2,-0.17915,0.2800
case_1645,1,1,-0.24867,0.1129
case_1646,1,2,-0.16679,0.2766
case_1647,3,1,-0.13479,0.3755
case_1648,3,1,-0.19060,0.2479
case_1649,1,1,-0.03610,0.1114
case_1650,1,2,-0.17425,0.2988
case_1651,3,2,-0.08798,0.3504
case_1652,1,1,-0.01302,0.1290
case_1653,1,1,-0.19458,0.3027
case_1654,3,1,-0.27963,0.1668
case_1655,1,2,-0.13331,0.3872
case_1656,1,2,-0.09309,0.2487
case_1657,3,2,-0.10235,0.3763
case_1658,3,1,-0.19740,0.2894
case_1659,3,1,-0.16252,0.3238
case_1660,1,1,-0.06241,0.2071
case_1661,3,2,-0.06352,0.1607
case_1662,3,1,-0.26913,0.3522
case_1663,1,2,-0.14811,0.1652
case_1664,1,2,-0.16134,0.2577
case_1665,1,2,-0.22304,0.2554
case_1666,3,1,-0.23399,0.3917
case_1667,3,1,-0.26709,0.1581
case_1668,1,2,-0.17031,0.3852
case_1669,1,2,-0.11703,0.1063
case_1670,1,1,-0.19388,0.2101
case_1671,3,1,-0.10524,0.3666
case_1672,3,2,-0.27907,0.1743
case_1673,1,2,-0.14116,0.1898
case_1674,1,2,-0.21863,0.1632
case_1675,1,2,-0.17858,0.3204
case_1676,1,2,-0.02028,0.2665
case_1677,1,1,-0.05102,0.2541
case_1678,1,2,-0.01207,0.3412
case_1679,3,1,-0.21139,0.2393
case_1680,3,2,-0.17698,0.1374
case_1681,3,2,-0.24824,0.3073
case_1682,3,2,-0.06113,0.3607
case_1683,3,2,-0.21772,0.2020
case_1684,3,1,-0.13614,0.1146
case_1685,1,2,-0.04782,0.1951
case_1686,1,2,-0.10802,0.1367
case_1687,3,2,-0.08496,0.1324
case_1688,3,1,-0.19148,0.3975
case_1689,1,1,-0.22539,0.2125
case_1690,3,1,-0.21041,0.1498
case_1691,1,1,-0.16492,0.3171
case_1692,1,2,-0.08723,0.2042
case_1693,1,2,-0.22626,0.2284
case_1694,3,1,-0.16948,0.1421
case_1695,3,1,-0.11667,0.3147
case_1696,3,2,-0.12652,0.1741
case_1697,1,2,-0.21795,0.1622
case_1698,1,1,-0.10372,0.2086
case_1699,3,1,-0.01823,0.3455
case_1700,3,2,-0.11317,0.3175
case_1701,3,1,-0.07078,0.1075
case_1702,3,1,-0.07905,0.1131
case_1703,1,2,-0.20746,0.2119
case_1704,1,1,-0.24852,0.3470
case_1705,3,1,-0.11340,0.2019
case_1706,1,2,-0.16045,0.2035
case_1707,3,2,-0.23781,0.1261
case_1708,1,2,-0.09469,0.3934
case_1709,3,2,-0.04263,0.1997
case_1710,3,2,-0.09558,0.1809
case_1711,3,1,-0.24346,0.2379
case_1712,3,1,-0.10066,0.2394
case_1713,3,2,-0.14573,0.3592
case_1714,1,2,-0.07855,0.3560
case_1715,3,1,-0.16293,0.3194
case_1716,1,2,-0.27705,0.2481
case_1717,3,2,-0.20989,0.1321
case_1718,1,2,-0.21718,0.1490
case_1719,3,2,-0.20967,0.2478
case_1720,3,2,-0.23277,0.3252
case_1721,3,2,-0.20888,0.2185
case_1722,1,2,-0.12817,0.2980
case_1723,3,1,-0.26493,0.3091
case_1724,1,1,-0.19714,0.2056
case_1725,1,2,-0.12402,0.3626
case_1726,3,2,-0.17670,0.2163
case_1727,3,2,-0.16102,0.3724
case_1728,1,2,-0.12424,0.3399
case_1729,3,2,-0.04315,0.3367
case_1730,1,2,-0.22872,0.3316
case_1731,1,1,-0.13424,0.1241
case_1732,1,2,-0.22589,0.2942
case_1733,1,1,-0.12077,0.1090
case_1734,1,1,-0.21626,0.3492
case_1735,1,1,-0.25261,0.1416
case_1736,3,2,-0.28952,0.3886
case_1737,3,1,-0.13033,0.2155
case_1738,3,2,-0.20244,0.2162
case_1739,1,2,-0.18782,0.2304
case_1740,1,1,-0.10392,0.1361
case_1741,3,2,-0.18846,0.3770
case_1742,3,2,-0.06005,0.1642
case_1743,3,2,-0.14795,0.3101
case_1744,3,1,-0.18070,0.3311
case_1745,1,1,-0.22742,0.3767
case_1746,1,2,-0.04216,0.3257
case_1747,1,2,-0.04234,0.2284
case_1748,3,1,-0.29730,0.3572
case_1749,3,1,-0.24484,0.1358
case_1750,1,2,-0.01379,0.3606
case_1751,3,2,-0.22206,0.3582
case_1752,1,1,-0.29628,0.2653
case_1753,1,1,-0.21071,0.1793
case_1754,1,1,-0.19090,0.3405
case_1755,1,1,-0.20931,0.3005
case_1756,3,1,-0.17377,0.1827
case_1757,1,2,-0.05042,0.1175
case_1758,1,2,-0.03055,0.3081
case_1759,1,1,-0.09508,0.2743
case_1760,1,1,-0.28470,0.2834
case_1761,3,2,-0.21972,0.1881
case_1762,3,2,-0.07363,0.1168
case_1763,3,2,-0.20951,0.1836
case_1764,1,1,-0.15489,0.1194
case_1765,3,1,-0.12942,0.2043
case_1766,1,1,-0.29056,0.2069
case_1767,3,1,-0.21486,0.2675
case_1768,3,2,-0.27322,0.3238
case_1769,1,1,-0.11294,0.2049
case_1770,1,1,-0.21460,0.3836
case_1771,1,2,-0.20018,0.2618
case_1772,1,1,-0.01911,0.1319
case_1773,3,1,-0.23566,0.2855
case_1774,1,1,-0.25940,0.2578
case_1775,1,1,-0.22757,0.2633
case_1776,1,1,-0.27748,0.2008
case_1777,3,2,-0.01629,0.3704
case_1778,3,1,-0.29423,0.3237
case_1779,1,2,-0.22564,0.2413
case_1780,1,2,-0.07714,0.3882
case_1781,3,1,-0.13561,0.1354
case_1782,1,1,-0.10814,0.1445
case_1783,1,2,-0.13944,0.2435
case_1784,1,2,-0.25590,0.3671
case_1785,3,1,-0.03426,0.2787
case_1786,1,1,-0.26682,0.1489
case_1787,1,2,-0.22672,0.1440
case_1788,3,2,-0.07055,0.2711
case_1789,1,1,-0.02404,0.2379
case_1790,1,2,-0.13028,0.2868
case_1791,3,1,-0.08865,0.1806
case_1792,3,2,-0.15973,0.3598
case_1793,1,2,-0.03891,0.3507
case_1794,1,2,-0.13416,0.3946
case_1795,1,1,-0.02051,0.3448
case_1796,3,2,-0.23007,0.1570
case_1797,1,1,-0.18121,0.2402
case_1798,3,2,-0.01213,0.1055
case_1799,3,1,-0.01006,0.1676
case_1800,1,2,-0.08958,0.3266
case_1801,1,1,-0.03841,0.3258
case_1802,1,2,-0.11085,0.1002
case_1803,1,1,-0.22057,0.1222
case_1804,3,2,-0.21113,0.1007
case_1805,1,2,-0.16777,0.1944
case_1806,3,2,-0.03995,0.3455
case_1807,1,2,-0.16119,0.1841
case_1808,3,1,-0.05884,0.3303
case_1809,1,2,-0.16331,0.2346
case_1810,1,1,-0.04140,0.2459
case_1811,1,2,-0.11760,0.2923
case_1812,1,1,-0.19488,0.2176
case_1813,1,2,-0.08438,0.3030
case_1814,1,2,-0.18919,0.2338
case_1815,1,1,-0.14134,0.1957
case_1816,3,1,-0.25732,0.2839
case_1817,3,2,-0.02787,0.3604
case_1818,1,1,-0.12923,0.1586
case_1819,3,1,-0.14907,0.3937
case_1820,1,2,-0.24023,0.1456
case_1821,1,2,-0.16924,0.2891
case_1822,1,1,-0.09564,0.3089
case_1823,1,2,-0.02845,0.1848
case_1824,3,1,-0.18593,0.3064
case_1825,1,1,-0.21030,0.2299
case_1826,3,2,-0.04007,0.2983
case_1827,1,2,-0.04663,0.1588
case_1828,1,2,-0.18823,0.3201
case_1829,1,2,-0.15550,0.2981
case_1830,1,1,-0.19632,0.2756
case_1831,1,2,-0.08074,0.1410
case_1832,3,1,-0.16056,0.2902
case_1833,3,1,-0.29362,0.1285
case_1834,1,2,-0.25000,0.3647
case_1835,3,2,-0.09221,0.1254
case_1836,3,1,-0.10184,0.1017
case_1837,3,1,-0.23339,0.3039
case_1838,3,2,-0.20539,0.3483
case_1839,1,1,-0.29826,0.3772
case_1840,3,2,-0.18282,0.3970
case_1841,1,1,-0.05392,0.2579
case_1842,1,1,-0.10404,0.3550
case_1843,1,2,-0.06626,0.2356
case_1844,3,1,-0.27875,0.1454
case_1845,1,2,-0.22558,0.3749
case_1846,1,2,-0.11692,0.1707
case_1847,1,1,-0.07547,0.2722
case_1848,3,1,-0.03777,0.3117
case_1849,1,1,-0.26556,0.2226
case_1850,3,1,-0.21202,0.3904
case_1851,3,2,-0.23117,0.2089
case_1852,3,1,-0.07108,0.2830
case_1853,3,2,-0.17596,0.1119
case_1854,1,2,-0.20459,0.1643
case_1855,3,1,-0.23202,0.1458
case_1856,3,2,-0.03957,0.1575
case_1857,3,1,-0.05151,0.1136
case_1858,1,2,-0.29912,0.1488
case_1859,3,2,-0.17794,0.3838
case_1860,1,1,-0.27635,0.2078
case_1861,1,1,-0.08058,0.1112
case_1862,3,2,-0.26446,0.2098
case_1863,3,2,-0.22046,0.2320
case_1864,1,2,-0.05237,0.2936
case_1865,3,2,-0.16642,0.2406
case_1866,3,1,-0.22035,0.3929
case_1867,3,2,-0.07803,0.3803
case_1868,3,1,-0.02319,0.3096
case_1869,3,1,-0.25625,0.1008
case_1870,3,2,-0.17380,0.1653
case_1871,1,1,-0.19163,0.3410
case_1872,1,2,-0.15233,0.2510
case_1873,1,1,-0.19378,0.1584
case_1874,1,2,-0.11119,0.2469
case_1875,1,2,-0.22113,0.2979
case_1876,1,2,-0.24795,0.1687
case_1877,3,2,-0.04501,0.2250
case_1878,1,1,-0.12195,0.2124
case_1879,1,1,-0.23692,0.2821
case_1880,3,1,-0.15413,0.3071
case_1881,1,1,-0.23237,0.2295
case_1882,1,1,-0.17949,0.1860
case_1883,1,2,-0.04489,0.1650
case_1884,3,1,-0.20502,0.1567
case_1885,3,1,-0.28586,0.3555
case_1886,3,2,-0.15808,0.3692
case_1887,1,2,-0.27853,0.2546
case_1888,1,2,-0.05988,0.1025
case_1889,3,1,-0.27917,0.2634
case_1890,3,2,-0.20113,0.2671
case_1891,1,1,-0.14033,0.2817
case_1892,3,2,-0.03793,0.2499
case_1893,1,2,-0.28338,0.1916
case_1894,1,2,-0.02081,0.1649
case_1895,1,2,-0.08580,0.1661
case_1896,1,2,-0.09605,0.1558
case_1897,3,2,-0.05535,0.2075
case_1898,1,1,-0.09124,0.1779
case_1899,1,2,-0.20333,0.1679
case_1900,1,1,-0.16112,0.3565
case_1901,1,1,-0.08904,0.2930
case_1902,3,1,-0.15190,0.2833
case_1903,3,1,-0.15109,0.2984
case_1904,3,1,-0.14604,0.2214
case_1905,1,2,-0.15569,0.2326
case_1906,1,1,-0.14880,0.3241
case_1907,1,2,-0.20404,0.2112
case_1908,3,2,-0.21716,0.3991
case_1909,3,2,-0.08793,0.2568
case_1910,3,1,-0.29521,0.2952
case_1911,1,1,-0.02236,0.3344
case_1912,3,1,-0.10144,0.3280
case_1913,3,2,-0.24050,0.1896
case_1914,3,1,-0.25160,0.2024
case_1915,1,2,-0.08877,0.3833
case_1916,3,2,-0.11929,0.3352
case_1917,1,1,-0.01645,0.3710
case_1918,3,2,-0.14060,0.1230
case_1919,1,2,-0.02580,0.3885
case_1920,3,1,-0.05638,0.2985
case_1921,3,2,-0.27269,0.2999
case_1922,1,1,-0.07748,0.3117
case_1923,3,2,-0.25310,0.1476
case_1924,1,2,-0.22830,0.1673
case_1925,3,1,-0.09676,0.1438
case_1926,3,2,-0.24392,0.3559
case_1927,1,2,-0.14180,0.2461
case_1928,3,2,-0.08281,0.1657
case_1929,1,1,-0.04836,0.2703
case_1930,1,1,-0.22781,0.2938
case_1931,3,1,-0.19861,0.1353
case_1932,1,2,-0.14448,0.1737
case_1933,3,1,-0.02108,0.1219
case_1934,3,2,-0.10666,0.2654
case_1935,3,2,-0.20370,0.1185
case_1936,3,2,-0.18795,0.2995
case_1937,3,1,-0.11269,0.3660
case_1938,1,1,-0.03472,0.3152
case_1939,3,2,-0.11474,0.1942
case_1940,3,1,-0.06744,0.1334
case_1941,1,1,-0.07935,0.3298
case_1942,3,2,-0.15870,0.1320
case_1943,3,1,-0.20562,0.1209
case_1944,3,1,-0.17992,0.3144
case_1945,1,1,-0.06617,0.1866
case_1946,3,2,-0.12633,0.3485
case_1947,1,1,-0.04150,0.3001
case_1948,1,2,-0.22375,0.3715
case_1949,1,1,-0.19962,0.3720
case_1950,3,1,-0.03450,0.2658
case_1951,3,2,-0.08572,0.2060
case_1952,3,2,-0.11906,0.3878
case_1953,1,1,-0.05761,0.1878
case_1954,1,1,-0.10837,0.2039
case_1955,1,1,-0.14673,0.1218
case_1956,1,2,-0.20007,0.2783
case_1957,3,1,-0.25077,0.1338
case_1958,3,1,-0.05421,0.3810
case_1959,3,1,-0.19474,0.1426
case_1960,3,1,-0.14283,0.2763
case_1961,3,2,-0.02729,0.1182
case_1962,1,1,-0.13270,0.2908
case_1963,3,1,-0.04554,0.1434
case_1964,1,1,-0.03706,0.3791
case_1965,3,1,-0.01330,0.1376
case_1966,1,1,-0.22140,0.2710
case_1967,1,2,-0.18499,0.1370
case_1968,1,1,-0.09428,0.1155
case_1969,3,1,-0.08950,0.2886
case_1970,1,1,-0.15577,0.3077
case_1971,3,2,-0.10608,0.3444
case_1972,3,2,-0.25544,0.3236
case_1973,1,2,-0.17607,0.3681
case_1974,1,2,-0.02098,0.3657
case_1975,1,1,-0.29984,0.1784
case_1976,3,1,-0.14736,0.3745
case_1977,3,2,-0.16282,0.1329
case_1978,3,1,-0.06605,0.1429
case_1979,1,2,-0.11922,0.1111
case_1980,3,2,-0.20646,0.3670
case_1981,3,2,-0.11857,0.3576
case_1982,1,1,-0.26430,0.1938
case_1983,3,2,-0.25842,0.2384
case_1984,1,1,-0.17084,0.3957
case_1985,3,2,-0.05337,0.2728
case_1986,1,1,-0.06737,0.3314
case_1987,1,2,-0.23629,0.2407
case_1988,3,2,-0.01411,0.1394
case_1989,1,1,-0.14859,0.3051
case_1990,3,2,-0.23511,0.3476
case_1991,3,2,-0.01225,0.3486
case_1992,1,1,-0.18156,0.3278
case_1993,1,1,-0.10080,0.3409
case_1994,3,1,-0.16979,0.3437
case_1995,3,2,-0.26473,0.3920
case_1996,3,2,-0.23660,0.2877
case_1997,3,1,-0.02673,0.2336
case_1998,1,1,-0.24003,0.2001
case_1999,1,2,-0.05567,0.2390
case_2000,1,2,-0.25060,0.3925
case_2001,3,2,-0.03046,0.3557
case_2002,1,1,-0.27203,0.1867
case_2003,1,2,-0.11283,0.1305
case_2004,3,1,-0.22320,0.1971
case_2005,1,1,-0.21820,0.2525
case_2006,1,2,-0.27464,0.1189
case_2007,3,1,-0.19899,0.3285
case_2008,1,1,-0.22965,0.3752
case_2009,3,2,-0.01136,0.3935
case_2010,3,1,-0.01937,0.2484
case_2011,1,2,-0.28809,0.2041
case_2012,3,2,-0.22526,0.1578
case_2013,1,2,-0.19007,0.1414
case_2014,1,2,-0.09880,0.1029
case_2015,1,1,-0.12874,0.3638
case_2016,3,1,-0.25511,0.2450
case_2017,3,1,-0.03129,0.3837
case_2018,3,2,-0.16569,0.1135
case_2019,1,2,-0.01102,0.3336
case_2020,1,1,-0.12905,0.2120
case_2021,3,2,-0.26133,0.3020
case_2022,3,2,-0.09052,0.3659
case_2023,1,1,-0.01371,0.2417
case_2024,1,2,-0.28143,0.1282
case_2025,3,1,-0.14775,0.2850
case_2026,3,2,-0.20783,0.3713
case_2027,3,1,-0.29541,0.3468
case_2028,3,1,-0.04332,0.1708
case_2029,3,2,-0.25693,0.1190
case_2030,1,1,-0.20214,0.3848
case_2031,3,2,-0.23741,0.3124
case_2032,1,2,-0.17753,0.2645
case_2033,3,1,-0.09091,0.2997
case_2034,3,2,-0.01790,0.1012
case_2035,3,2,-0.24589,0.3821
case_2036,1,2,-0.25326,0.1323
case_2037,3,2,-0.23888,0.3826
case_2038,3,2,-0.26882,0.2754
case_2039,3,2,-0.24544,0.3371
case_2040,3,2,-0.07290,0.2689
case_2041,1,2,-0.24875,0.1065
case_2042,3,1,-0.17188,0.3674
case_2043,1,2,-0.11950,0.3306
case_2044,3,1,-0.22516,0.3090
case_2045,1,2,-0.17846,0.2628
case_2046,1,2,-0.23713,0.3853
case_2047,1,1,-0.29964,0.1388
case_2048,3,2,-0.24958,0.2514
case_2049,3,2,-0.16903,0.1907
case_2050,3,1,-0.01840,0.2158
case_2051,1,1,-0.24769,0.3927
case_2052,3,2,-0.01992,0.1946
case_2053,3,1,-0.06550,0.1085
case_2054,3,1,-0.18296,0.2570
case_2055,3,1,-0.23760,0.3619
case_2056,3,1,-0.19659,0.2221
case_2057,3,2,-0.22696,0.2489
case_2058,3,1,-0.06881,0.3774
case_2059,1,2,-0.13653,0.3542
case_2060,3,1,-0.17684,0.3677
case_2061,1,2,-0.11722,0.2663
case_2062,3,1,-0.29185,0.3618
case_2063,1,1,-0.21590,0.3017
case_2064,3,2,-0.25043,0.3106
case_2065,1,1,-0.01068,0.3662
case_2066,3,2,-0.22163,0.2975
case_2067,1,1,-0.20707,0.2306
case_2068,1,1,-0.12282,0.1914
case_2069,1,1,-0.04851,0.3450
case_2070,1,2,-0.04898,0.2260
case_2071,3,2,-0.27301,0.3514
case_2072,3,1,-0.14484,0.2650
case_2073,1,2,-0.10477,0.1248
case_2074,1,2,-0.20631,0.2242
case_2075,3,2,-0.26017,0.3926
case_2076,3,1,-0.26806,0.2152
case_2077,1,1,-0.11867,0.1930
case_2078,1,2,-0.06389,0.2770
case_2079,1,2,-0.02969,0.3829
case_2080,3,2,-0.10320,0.2248
case_2081,3,2,-0.04075,0.3813
case_2082,3,2,-0.27946,0.3633
case_2083,1,1,-0.06465,0.1236
case_2084,1,2,-0.09003,0.2608
case_2085,3,1,-0.07030,0.1805
case_2086,1,2,-0.18618,0.2404
case_2087,3,1,-0.15591,0.3854
case_2088,3,2,-0.21557,0.3146
case_2089,3,1,-0.07595,0.3186
case_2090,1,1,-0.27830,0.2333
case_2091,3,1,-0.14864,0.2946
case_2092,3,1,-0.24676,0.3269
